order_line_id,order_id,product_id,quantity,unit_price,discount_pct,gross_sales,net_sales,cost_amount,profit
OL000016686,OR0007097,PR00689,8,154.06,0.0,1232.48,1232.48,520.0,712.48
OL000016687,OR0007097,PR01089,1,349.29,0.25,349.29,261.97,129.8,132.17
OL000016688,OR0007097,PR01604,1,164.8,0.0,164.8,164.8,93.02,71.78
OL000016689,OR0007097,PR00742,1,47.09,0.0,47.09,47.09,29.38,17.71
OL000016690,OR0007098,PR00220,2,9.08,0.0,18.16,18.16,8.18,9.98
OL000016691,OR0007098,PR00230,2,64.94,0.0,129.88,129.88,73.06,56.82
OL000016692,OR0007099,PR00231,1,254.57,0.0,254.57,254.57,165.78,88.79
OL000016693,OR0007099,PR01769,3,723.04,0.0,2169.12,2169.12,875.1,1294.02
OL000016694,OR0007099,PR01637,1,12.77,0.0,12.77,12.77,8.58,4.19
OL000016695,OR0007099,PR00475,1,8.7,0.0,8.7,8.7,6.51,2.19
OL000016696,OR0007099,PR00366,1,184.65,0.0,184.65,184.65,107.81,76.84
OL000016697,OR0007100,PR01427,2,274.85,0.15,549.7,467.24,240.18,227.06
OL000016698,OR0007100,PR01684,3,38.4,0.1,115.2,103.68,80.34,23.34
OL000016699,OR0007100,PR00015,1,5.41,0.0,5.41,5.41,2.71,2.7
OL000016700,OR0007100,PR00805,1,25.61,0.15,25.61,21.77,11.11,10.66
OL000016701,OR0007101,PR01150,4,45.59,0.0,182.36,182.36,107.56,74.8
OL000016702,OR0007101,PR00491,1,7.16,0.0,7.16,7.16,4.83,2.33
OL000016703,OR0007101,PR01073,1,5.96,0.1,5.96,5.36,3.25,2.11
OL000016704,OR0007101,PR00732,4,328.88,0.15,1315.52,1118.19,731.2,386.99
OL000016705,OR0007101,PR00950,1,7.13,0.05,7.13,6.77,4.96,1.81
OL000016706,OR0007101,PR00207,1,65.08,0.0,65.08,65.08,23.54,41.54
OL000016707,OR0007102,PR00451,1,122.1,0.0,122.1,122.1,44.92,77.18
OL000016708,OR0007103,PR01088,1,19.7,0.2,19.7,15.76,10.19,5.57
OL000016709,OR0007103,PR00319,3,15.73,0.0,47.19,47.19,17.85,29.34
OL000016710,OR0007103,PR00666,1,39.9,0.1,39.9,35.91,28.44,7.47
OL000016711,OR0007104,PR00632,4,10.43,0.0,41.72,41.72,22.44,19.28
OL000016712,OR0007105,PR01182,3,166.36,0.1,499.08,449.17,327.15,122.02
OL000016713,OR0007106,PR00550,3,150.96,0.0,452.88,452.88,270.15,182.73
OL000016714,OR0007106,PR01551,1,14.98,0.1,14.98,13.48,7.13,6.35
OL000016715,OR0007106,PR01674,1,9.91,0.0,9.91,9.91,6.37,3.54
OL000016716,OR0007106,PR01620,2,61.32,0.1,122.64,110.38,80.72,29.66
OL000016717,OR0007107,PR00220,1,9.08,0.0,9.08,9.08,4.09,4.99
OL000016718,OR0007108,PR00250,1,122.24,0.05,122.24,116.13,73.02,43.11
OL000016719,OR0007108,PR01392,1,29.37,0.0,29.37,29.37,12.08,17.29
OL000016720,OR0007109,PR00404,1,11.43,0.0,11.43,11.43,8.45,2.98
OL000016721,OR0007109,PR00938,1,94.6,0.0,94.6,94.6,40.56,54.04
OL000016722,OR0007109,PR00800,1,9.7,0.0,9.7,9.7,5.58,4.12
OL000016723,OR0007110,PR00806,1,17.99,0.05,17.99,17.09,13.36,3.73
OL000016724,OR0007110,PR01013,1,19.55,0.2,19.55,15.64,7.05,8.59
OL000016725,OR0007110,PR00352,4,90.62,0.0,362.48,362.48,207.32,155.16
OL000016726,OR0007111,PR01122,2,174.46,0.0,348.92,348.92,181.4,167.52
OL000016727,OR0007111,PR00613,2,319.93,0.2,639.86,511.89,241.44,270.45
OL000016728,OR0007112,PR00019,2,54.86,0.0,109.72,109.72,54.04,55.68
OL000016729,OR0007113,PR00576,1,224.85,0.0,224.85,224.85,178.96,45.89
OL000016730,OR0007113,PR00968,1,55.47,0.0,55.47,55.47,21.71,33.76
OL000016731,OR0007113,PR00595,3,29.8,0.25,89.4,67.05,32.79,34.26
OL000016732,OR0007113,PR00259,5,13.63,0.1,68.15,61.34,34.65,26.69
OL000016733,OR0007113,PR01024,5,221.41,0.2,1107.05,885.64,612.85,272.79
OL000016734,OR0007113,PR01680,1,14.1,0.15,14.1,11.98,8.86,3.12
OL000016735,OR0007114,PR00086,2,137.36,0.15,274.72,233.51,136.18,97.33
OL000016736,OR0007114,PR01001,1,136.37,0.0,136.37,136.37,50.89,85.48
OL000016737,OR0007115,PR00915,1,18.06,0.05,18.06,17.16,8.99,8.17
OL000016738,OR0007115,PR00844,1,14.63,0.0,14.63,14.63,7.29,7.34
OL000016739,OR0007115,PR01172,1,99.16,0.0,99.16,99.16,45.51,53.65
OL000016740,OR0007116,PR00424,2,13.88,0.0,27.76,27.76,10.96,16.8
OL000016741,OR0007117,PR00225,5,338.06,0.0,1690.3,1690.3,785.65,904.65
OL000016742,OR0007117,PR00587,1,120.33,0.0,120.33,120.33,70.13,50.2
OL000016743,OR0007118,PR00170,1,370.62,0.0,370.62,370.62,241.66,128.96
OL000016744,OR0007119,PR00091,1,79.07,0.3,79.07,55.35,40.99,14.36
OL000016745,OR0007119,PR00852,1,62.63,0.2,62.63,50.1,27.15,22.95
OL000016746,OR0007120,PR00661,2,55.47,0.0,110.94,110.94,81.4,29.54
OL000016747,OR0007120,PR00176,1,94.79,0.0,94.79,94.79,37.48,57.31
OL000016748,OR0007121,PR00655,1,165.47,0.1,165.47,148.92,125.17,23.75
OL000016749,OR0007121,PR01317,1,26.25,0.0,26.25,26.25,10.47,15.78
OL000016750,OR0007121,PR00566,1,521.83,0.1,521.83,469.65,377.22,92.43
OL000016751,OR0007122,PR00293,1,215.47,0.0,215.47,215.47,101.9,113.57
OL000016752,OR0007122,PR00891,2,465.33,0.0,930.66,930.66,402.62,528.04
OL000016753,OR0007123,PR00832,1,11.3,0.0,11.3,11.3,8.36,2.94
OL000016754,OR0007123,PR00534,4,9.74,0.05,38.96,37.01,15.28,21.73
OL000016755,OR0007123,PR00918,2,84.66,0.2,169.32,135.46,79.98,55.48
OL000016756,OR0007123,PR00706,2,4.04,0.0,8.08,8.08,3.0,5.08
OL000016757,OR0007124,PR00572,4,97.14,0.0,388.56,388.56,197.6,190.96
OL000016758,OR0007125,PR00815,4,169.11,0.0,676.44,676.44,395.28,281.16
OL000016759,OR0007125,PR01629,1,10.71,0.0,10.71,10.71,4.37,6.34
OL000016760,OR0007125,PR01183,1,51.36,0.0,51.36,51.36,22.5,28.86
OL000016761,OR0007126,PR00686,5,21.19,0.0,105.95,105.95,67.6,38.35
OL000016762,OR0007126,PR00575,4,7.35,0.05,29.4,27.93,18.36,9.57
OL000016763,OR0007126,PR00061,1,190.64,0.2,190.64,152.51,96.53,55.98
OL000016764,OR0007127,PR01673,1,292.83,0.0,292.83,292.83,150.95,141.88
OL000016765,OR0007127,PR01096,5,52.23,0.1,261.15,235.04,123.7,111.34
OL000016766,OR0007127,PR01788,1,8.04,0.0,8.04,8.04,4.41,3.63
OL000016767,OR0007127,PR00568,2,22.34,,44.68,44.68,26.8,17.88
OL000016768,OR0007128,PR01666,1,5.42,0.15,5.42,4.61,3.08,1.53
OL000016769,OR0007129,PR00772,2,10.93,0.0,21.86,21.86,14.94,6.92
OL000016770,OR0007130,PR00054,1,267.59,0.05,267.59,254.21,197.39,56.82
OL000016771,OR0007131,PR01053,1,89.83,0.25,89.83,67.37,37.08,30.29
OL000016772,OR0007132,PR01515,2,72.03,0.0,144.06,144.06,63.28,80.78
OL000016773,OR0007132,PR00062,1,92.79,0.0,92.79,92.79,57.29,35.5
OL000016774,OR0007132,PR01527,1,97.96,0.0,97.96,97.96,40.2,57.76
OL000016775,OR0007133,PR01385,1,22.43,0.1,22.43,20.19,9.18,11.01
OL000016776,OR0007133,PR01418,5,36.33,0.0,181.65,181.65,94.85,86.8
OL000016777,OR0007134,PR01190,1,119.23,0.0,119.23,119.23,44.46,74.77
OL000016778,OR0007134,PR01476,1,201.18,0.05,201.18,191.12,153.47,37.65
OL000016779,OR0007134,PR00096,1,7.23,0.05,7.23,6.87,3.3,3.57
OL000016780,OR0007135,PR00139,1,24.35,0.0,24.35,24.35,15.83,8.52
OL000016781,OR0007136,PR00120,1,33.59,0.0,33.59,33.59,17.63,15.96
OL000016782,OR0007136,PR01391,1,32.92,0.0,32.92,32.92,13.24,19.68
OL000016783,OR0007137,PR00199,1,135.68,0.25,135.68,101.76,75.9,25.86
OL000016784,OR0007137,PR00784,1,470.57,0.2,470.57,376.46,228.7,147.76
OL000016785,OR0007138,PR00847,1,1036.5,0.05,1036.5,984.68,413.2,571.48
OL000016786,OR0007138,PR00651,2,65.03,0.0,130.06,130.06,47.14,82.92
OL000016787,OR0007139,PR00419,2,21.26,0.0,42.52,42.52,15.28,27.24
OL000016788,OR0007139,PR01334,8,6.52,0.25,52.16,39.12,22.4,16.72
OL000016789,OR0007139,PR01253,2,3.43,0.0,6.86,6.86,3.66,3.2
OL000016790,OR0007139,PR00045,1,625.37,0.3,625.37,437.76,341.41,96.35
OL000016791,OR0007140,PR01351,1,7.82,0.3,7.82,5.47,4.84,0.63
OL000016792,OR0007140,PR01382,4,35.43,0.0,141.72,141.72,53.16,88.56
OL000016793,OR0007140,PR01714,2,15.7,0.0,31.4,31.4,21.7,9.7
OL000016794,OR0007140,PR00011,1,866.81,0.1,866.81,780.13,337.49,442.64
OL000016795,OR0007141,PR00491,1,7.16,0.05,7.16,6.8,4.83,1.97
OL000016796,OR0007141,PR01794,1,206.69,0.0,206.69,206.69,114.79,91.9
OL000016797,OR0007142,PR00039,2,390.54,0.15,781.08,663.92,401.14,262.78
OL000016798,OR0007142,PR01765,2,80.49,0.0,160.98,160.98,116.02,44.96
OL000016799,OR0007142,PR00862,2,4.94,0.05,9.88,9.39,4.8,4.59
OL000016800,OR0007142,PR01006,2,27.33,0.25,54.66,41.0,37.0,4.0
OL000016801,OR0007142,PR00053,1,24.6,0.25,24.6,18.45,9.84,8.61
OL000016802,OR0007143,PR01266,2,41.12,0.0,82.24,82.24,45.5,36.74
OL000016803,OR0007143,PR00749,1,262.57,0.0,262.57,262.57,145.01,117.56
OL000016804,OR0007143,PR00482,1,57.39,0.0,57.39,57.39,29.47,27.92
OL000016805,OR0007144,PR01283,2,8.76,0.0,17.52,17.52,11.64,5.88
OL000016806,OR0007144,PR00114,2,206.81,0.0,413.62,413.62,164.94,248.68
OL000016807,OR0007144,PR00282,5,115.26,0.25,576.3,432.22,420.55,11.67
OL000016808,OR0007145,PR01156,1,8.73,0.0,8.73,8.73,3.39,5.34
OL000016809,OR0007145,PR00103,2,223.6,0.0,447.2,447.2,275.48,171.72
OL000016810,OR0007145,PR00336,1,11.62,0.0,11.62,11.62,4.94,6.68
OL000016811,OR0007145,PR01157,1,66.66,0.0,66.66,66.66,25.92,40.74
OL000016812,OR0007145,PR01445,1,19.31,0.05,19.31,18.34,9.15,9.19
OL000016813,OR0007145,PR00054,2,267.59,0.05,535.18,508.42,394.78,113.64
OL000016814,OR0007146,PR00460,1,17.79,0.1,17.79,16.01,13.31,2.7
OL000016815,OR0007146,PR00700,1,251.34,0.0,251.34,251.34,140.61,110.73
OL000016816,OR0007146,PR00320,2,294.44,0.0,588.88,588.88,322.92,265.96
OL000016817,OR0007146,PR01511,2,4.34,0.3,8.68,6.08,5.76,0.32
OL000016818,OR0007146,PR01262,4,35.12,0.0,140.48,140.48,68.24,72.24
OL000016819,OR0007147,PR00087,2,5.83,0.0,11.66,11.66,4.52,7.14
OL000016820,OR0007147,PR01112,1,228.25,0.0,228.25,228.25,159.84,68.41
OL000016821,OR0007148,PR01668,1,145.23,0.2,145.23,116.18,60.32,55.86
OL000016822,OR0007148,PR01025,1,8.36,0.05,8.36,7.94,5.15,2.79
OL000016823,OR0007148,PR00355,1,40.66,0.1,40.66,36.59,23.59,13.0
OL000016824,OR0007148,PR00517,1,14.78,0.0,14.78,14.78,5.39,9.39
OL000016825,OR0007149,PR01052,5,25.22,0.05,126.1,119.79,50.45,69.34
OL000016826,OR0007150,PR01778,1,2.93,0.0,2.93,2.93,2.18,0.75
OL000016827,OR0007150,PR00940,1,5.51,0.0,5.51,5.51,2.9,2.61
OL000016828,OR0007151,PR00460,2,17.79,0.15,35.58,30.24,26.62,3.62
OL000016829,OR0007151,PR01744,1,3.29,0.05,3.29,3.13,2.55,0.58
OL000016830,OR0007152,PR01596,1,107.16,0.15,107.16,91.09,49.46,41.63
OL000016831,OR0007152,PR01310,1,20.77,0.05,20.77,19.73,10.18,9.55
OL000016832,OR0007152,PR00823,1,9.85,0.25,9.85,7.39,5.06,2.33
OL000016833,OR0007152,PR00703,2,47.39,0.25,94.78,71.09,58.34,12.75
OL000016834,OR0007153,PR01157,1,66.66,0.15,66.66,56.66,25.92,30.74
OL000016835,OR0007153,PR01765,3,80.49,0.0,241.47,241.47,174.03,67.44
OL000016836,OR0007153,PR00414,1,8.28,0.0,8.28,8.28,3.01,5.27
OL000016837,OR0007154,PR00099,1,65.12,0.0,65.12,65.12,45.24,19.88
OL000016838,OR0007155,PR01739,1,47.92,0.0,47.92,47.92,25.33,22.59
OL000016839,OR0007155,PR01080,1,52.75,0.2,52.75,42.2,29.35,12.85
OL000016840,OR0007156,PR01063,1,395.4,0.05,395.4,375.63,170.33,205.3
OL000016841,OR0007157,PR01746,1,24.09,0.0,24.09,24.09,14.85,9.24
OL000016842,OR0007157,PR01373,1,60.78,0.0,60.78,60.78,27.03,33.75
OL000016843,OR0007158,PR00312,5,61.22,0.0,306.1,306.1,204.8,101.3
OL000016844,OR0007159,PR01700,1,191.23,0.0,191.23,191.23,113.42,77.81
OL000016845,OR0007160,PR01094,3,7.25,0.1,21.75,19.58,11.22,8.36
OL000016846,OR0007160,PR00023,1,53.05,0.0,53.05,53.05,22.98,30.07
OL000016847,OR0007160,PR00160,2,9.07,0.1,18.14,16.33,12.08,4.25
OL000016848,OR0007161,PR00723,1,166.59,0.05,166.59,158.26,84.76,73.5
OL000016849,OR0007161,PR00405,1,64.44,0.05,64.44,61.22,31.74,29.48
OL000016850,OR0007161,PR00529,2,174.57,0.05,349.14,331.68,154.1,177.58
OL000016851,OR0007161,PR00060,1,309.17,0.1,309.17,278.25,157.25,121.0
OL000016852,OR0007161,PR00066,1,166.23,0.0,166.23,166.23,81.12,85.11
OL000016853,OR0007161,PR00524,1,228.46,0.05,228.46,217.04,105.74,111.3
OL000016854,OR0007162,PR00121,3,5.05,0.0,15.15,15.15,7.86,7.29
OL000016855,OR0007163,PR00263,2,6.02,0.0,12.04,12.04,5.0,7.04
OL000016856,OR0007163,PR01718,2,12.59,0.0,25.18,25.18,15.66,9.52
OL000016857,OR0007164,PR01397,2,7.08,0.2,14.16,11.33,5.6,5.73
OL000016858,OR0007165,PR00317,1,9.71,0.0,9.71,9.71,4.0,5.71
OL000016859,OR0007166,PR01047,4,102.8,0.05,411.2,390.64,166.12,224.52
OL000016860,OR0007166,PR01039,3,125.04,0.15,375.12,318.85,176.34,142.51
OL000016861,OR0007166,PR00348,3,11.4,0.3,34.2,23.94,14.34,9.6
OL000016862,OR0007166,PR00168,1,30.1,0.15,30.1,25.58,13.05,12.53
OL000016863,OR0007166,PR01636,1,504.85,0.0,504.85,504.85,307.63,197.22
OL000016864,OR0007167,PR01741,1,26.86,0.05,26.86,25.52,10.46,15.06
OL000016865,OR0007167,PR00381,1,92.95,0.05,92.95,88.3,71.46,16.84
OL000016866,OR0007168,PR00834,1,12.56,0.0,12.56,12.56,6.41,6.15
OL000016867,OR0007169,PR00067,1,19.42,0.0,19.42,19.42,6.96,12.46
OL000016868,OR0007169,PR00178,1,351.75,0.05,351.75,334.16,136.56,197.6
OL000016869,OR0007169,PR00359,2,256.14,0.05,512.28,486.67,205.24,281.43
OL000016870,OR0007169,PR00227,1,148.69,0.0,148.69,148.69,89.6,59.09
OL000016871,OR0007170,PR00715,3,32.02,0.05,96.06,91.26,46.8,44.46
OL000016872,OR0007170,PR00350,2,19.95,0.0,39.9,39.9,19.1,20.8
OL000016873,OR0007170,PR00102,2,28.75,0.0,57.5,57.5,23.4,34.1
OL000016874,OR0007171,PR01559,8,30.32,0.0,242.56,242.56,96.24,146.32
OL000016875,OR0007171,PR00211,1,87.57,0.0,87.57,87.57,63.11,24.46
OL000016876,OR0007171,PR01790,2,12.68,0.0,25.36,25.36,13.2,12.16
OL000016877,OR0007171,PR00078,3,19.31,0.0,57.93,57.93,28.62,29.31
OL000016878,OR0007172,PR01087,2,37.0,0.0,74.0,74.0,40.0,34.0
OL000016879,OR0007173,PR01189,2,86.9,0.05,173.8,165.11,83.88,81.23
OL000016880,OR0007174,PR00563,1,191.3,0.1,191.3,172.17,98.43,73.74
OL000016881,OR0007175,PR01781,1,127.47,0.1,127.47,114.72,83.61,31.11
OL000016882,OR0007175,PR00712,2,267.54,0.05,535.08,508.33,219.52,288.81
OL000016883,OR0007175,PR01338,2,27.42,0.0,54.84,54.84,27.12,27.72
OL000016884,OR0007176,PR00573,1,106.29,0.0,106.29,106.29,51.5,54.79
OL000016885,OR0007176,PR00904,1,3.61,0.05,3.61,3.43,2.84,0.59
OL000016886,OR0007176,PR01419,1,497.37,0.0,497.37,497.37,264.66,232.71
OL000016887,OR0007176,PR00605,1,182.04,0.0,182.04,182.04,106.84,75.2
OL000016888,OR0007177,PR01348,2,38.35,0.15,76.7,65.2,27.98,37.22
OL000016889,OR0007177,PR00975,4,340.57,0.0,1362.28,1362.28,642.24,720.04
OL000016890,OR0007177,PR01516,1,151.22,0.0,151.22,151.22,93.81,57.41
OL000016891,OR0007178,PR00057,3,216.63,0.05,649.89,617.4,267.63,349.77
OL000016892,OR0007178,PR00741,1,27.89,0.05,27.89,26.5,16.29,10.21
OL000016893,OR0007179,PR01656,1,20.72,0.0,20.72,20.72,8.86,11.86
OL000016894,OR0007179,PR00213,5,10.57,0.0,52.85,52.85,25.6,27.25
OL000016895,OR0007179,PR00474,1,425.47,0.0,425.47,425.47,253.48,171.99
OL000016896,OR0007179,PR00558,1,7.7,0.0,7.7,7.7,2.83,4.87
OL000016897,OR0007179,PR00306,5,3.93,0.0,19.65,19.65,12.8,6.85
OL000016898,OR0007179,PR00376,3,84.55,0.0,253.65,253.65,160.08,93.57
OL000016899,OR0007180,PR01158,5,280.76,0.0,1403.8,1403.8,594.8,809.0
OL000016900,OR0007181,PR00734,1,14.15,0.0,14.15,14.15,5.81,8.34
OL000016901,OR0007181,PR01145,2,88.67,0.0,177.34,177.34,63.68,113.66
OL000016902,OR0007181,PR00605,1,182.04,0.05,182.04,172.94,106.84,66.1
OL000016903,OR0007182,PR01413,5,190.39,0.0,951.95,951.95,576.25,375.7
OL000016904,OR0007183,PR00458,3,17.81,0.0,53.43,53.43,29.55,23.88
OL000016905,OR0007183,PR00122,2,165.94,0.0,331.88,331.88,123.56,208.32
OL000016906,OR0007183,PR00915,1,18.06,0.0,18.06,18.06,8.99,9.07
OL000016907,OR0007184,PR00308,1,75.52,0.0,75.52,75.52,27.25,48.27
OL000016908,OR0007184,PR00044,2,455.96,0.0,911.92,911.92,621.72,290.2
OL000016909,OR0007184,PR01222,1,6.6,0.0,6.6,6.6,2.46,4.14
OL000016910,OR0007185,PR00370,1,143.23,0.15,143.23,121.75,90.55,31.2
OL000016911,OR0007186,PR00025,2,250.31,0.0,500.62,500.62,256.22,244.4
OL000016912,OR0007187,PR00980,2,33.49,0.0,66.98,66.98,38.02,28.96
OL000016913,OR0007188,PR00369,1,6.79,0.0,6.79,6.79,4.24,2.55
OL000016914,OR0007188,PR01030,2,8.22,0.0,16.44,16.44,8.88,7.56
OL000016915,OR0007189,PR01074,1,181.29,0.0,181.29,181.29,84.19,97.1
OL000016916,OR0007190,PR01511,2,4.34,0.0,8.68,8.68,5.76,2.92
OL000016917,OR0007191,PR01752,1,266.03,0.2,266.03,212.82,174.23,38.59
OL000016918,OR0007192,PR00179,1,37.41,0.1,37.41,33.67,23.97,9.7
OL000016919,OR0007192,PR00128,2,6.93,0.0,13.86,13.86,8.72,5.14
OL000016920,OR0007192,PR01408,2,27.42,0.0,54.84,54.84,24.78,30.06
OL000016921,OR0007193,PR01177,1,332.92,0.1,332.92,299.63,159.41,140.22
OL000016922,OR0007194,PR01780,4,7.13,0.0,28.52,28.52,20.72,7.8
OL000016923,OR0007195,PR00181,1,651.24,0.0,651.24,651.24,234.49,416.75
OL000016924,OR0007195,PR01519,2,22.07,0.0,44.14,44.14,22.98,21.16
OL000016925,OR0007196,PR01118,2,20.1,0.0,40.2,40.2,17.76,22.44
OL000016926,OR0007197,PR00486,1,159.11,0.05,159.11,151.15,104.71,46.44
OL000016927,OR0007197,PR01356,3,2.86,0.2,8.58,6.86,5.91,0.95
OL000016928,OR0007198,PR00865,1,219.82,0.25,219.82,164.86,85.15,79.71
OL000016929,OR0007198,PR01761,3,49.97,0.0,149.91,149.91,74.04,75.87
OL000016930,OR0007199,PR01485,2,147.21,0.15,294.42,250.26,187.98,62.28
OL000016931,OR0007199,PR00018,1,113.39,0.25,113.39,85.04,44.0,41.04
OL000016932,OR0007200,PR01410,4,49.42,0.0,197.68,197.68,74.0,123.68
OL000016933,OR0007201,PR01323,1,9.79,0.15,9.79,8.32,5.4,2.92
OL000016934,OR0007201,PR01339,3,94.62,0.0,283.86,283.86,209.31,74.55
OL000016935,OR0007202,PR01707,1,20.26,0.1,20.26,18.23,8.34,9.89
OL000016936,OR0007202,PR01498,1,151.68,0.0,151.68,151.68,82.15,69.53
OL000016937,OR0007202,PR00586,1,23.62,0.0,23.62,23.62,9.36,14.26
OL000016938,OR0007202,PR00142,2,2.58,0.1,5.16,4.64,3.06,1.58
OL000016939,OR0007202,PR00043,8,246.24,0.0,1969.92,1969.92,1148.32,821.6
OL000016940,OR0007202,PR01204,1,191.41,0.0,191.41,191.41,109.28,82.13
OL000016941,OR0007203,PR00584,1,253.94,0.0,253.94,253.94,151.12,102.82
OL000016942,OR0007203,PR00241,5,7.93,0.0,39.65,39.65,25.25,14.4
OL000016943,OR0007203,PR00416,1,37.17,0.2,37.17,29.74,23.49,6.25
OL000016944,OR0007203,PR00087,1,5.83,0.05,5.83,5.54,2.26,3.28
OL000016945,OR0007203,PR00018,3,113.39,0.0,340.17,340.17,132.0,208.17
OL000016946,OR0007204,PR00454,2,35.97,0.05,71.94,68.34,26.72,41.62
OL000016947,OR0007204,PR00540,1,9.52,0.0,9.52,9.52,6.23,3.29
OL000016948,OR0007204,PR01260,3,248.21,,744.63,670.17,277.92,392.25
OL000016949,OR0007204,PR00103,1,223.6,0.0,223.6,223.6,137.74,85.86
OL000016950,OR0007205,PR00619,2,33.42,0.0,66.84,66.84,28.74,38.1
OL000016951,OR0007206,PR01347,1,76.97,0.1,76.97,69.27,36.33,32.94
OL000016952,OR0007206,PR01355,1,13.44,0.0,13.44,13.44,5.86,7.58
OL000016953,OR0007206,PR00623,1,7.21,0.0,7.21,7.21,3.53,3.68
OL000016954,OR0007206,PR00090,1,177.51,0.15,177.51,150.88,84.12,66.76
OL000016955,OR0007206,PR00952,1,68.09,0.25,68.09,51.07,35.04,16.03
OL000016956,OR0007206,PR00717,2,21.38,0.0,42.76,42.76,21.0,21.76
OL000016957,OR0007207,PR01338,1,27.42,0.15,27.42,23.31,13.56,9.75
OL000016958,OR0007207,PR01543,1,7.52,0.0,7.52,7.52,4.99,2.53
OL000016959,OR0007208,PR00574,3,6.09,0.0,18.27,18.27,10.17,8.1
OL000016960,OR0007208,PR01781,1,127.47,0.1,127.47,114.72,83.61,31.11
OL000016961,OR0007208,PR01351,1,7.82,0.2,7.82,6.26,4.84,1.42
OL000016962,OR0007208,PR00506,2,55.47,0.0,110.94,110.94,40.36,70.58
OL000016963,OR0007208,PR00244,2,9.59,0.1,19.18,17.26,12.46,4.8
OL000016964,OR0007209,PR01314,4,32.55,0.0,130.2,130.2,92.72,37.48
OL000016965,OR0007210,PR00898,1,6.02,0.15,6.02,5.12,2.92,2.2
OL000016966,OR0007211,PR00736,1,49.89,0.0,49.89,49.89,26.95,22.94
OL000016967,OR0007211,PR00739,1,2.82,0.0,2.82,2.82,1.14,1.68
OL000016968,OR0007212,PR01128,1,108.63,0.25,108.63,81.47,54.18,27.29
OL000016969,OR0007212,PR00869,1,223.34,0.0,223.34,223.34,82.05,141.29
OL000016970,OR0007212,PR01373,1,60.78,0.0,60.78,60.78,27.03,33.75
OL000016971,OR0007213,PR00945,2,187.35,0.0,374.7,374.7,141.98,232.72
OL000016972,OR0007213,PR00651,1,65.03,0.0,65.03,65.03,23.57,41.46
OL000016973,OR0007214,PR00983,2,166.23,0.0,332.46,332.46,263.04,69.42
OL000016974,OR0007214,PR01429,1,100.68,0.0,100.68,100.68,40.98,59.7
OL000016975,OR0007214,PR00090,1,177.51,0.0,177.51,177.51,84.12,93.39
OL000016976,OR0007215,PR01577,2,184.12,0.0,368.24,368.24,141.02,227.22
OL000016977,OR0007216,PR01700,2,191.23,0.0,382.46,382.46,226.84,155.62
OL000016978,OR0007217,PR01738,4,100.15,0.05,400.6,380.57,167.56,213.01
OL000016979,OR0007217,PR00323,2,268.43,0.0,536.86,536.86,208.56,328.3
OL000016980,OR0007218,PR00754,1,6.56,0.0,6.56,6.56,3.18,3.38
OL000016981,OR0007219,PR01343,2,12.0,0.3,24.0,16.8,17.26,-0.46
OL000016982,OR0007219,PR01470,1,105.89,0.05,105.89,100.6,44.75,55.85
OL000016983,OR0007219,PR00297,2,3.9,0.0,7.8,7.8,3.28,4.52
OL000016984,OR0007219,PR00097,1,62.18,0.0,62.18,62.18,41.23,20.95
OL000016985,OR0007219,PR00044,1,455.96,0.1,455.96,410.36,310.86,99.5
OL000016986,OR0007219,PR00549,1,237.48,0.0,237.48,237.48,86.6,150.88
OL000016987,OR0007220,PR00347,2,51.11,0.0,102.22,102.22,37.36,64.86
OL000016988,OR0007220,PR01437,1,9.1,0.0,9.1,9.1,3.69,5.41
OL000016989,OR0007220,PR01530,1,36.79,0.1,36.79,33.11,13.39,19.72
OL000016990,OR0007221,PR00400,1,7.28,0.0,7.28,7.28,4.01,3.27
OL000016991,OR0007222,PR00630,3,15.4,0.2,46.2,36.96,34.35,2.61
OL000016992,OR0007223,PR00040,2,28.69,0.1,57.38,51.64,35.14,16.5
OL000016993,OR0007223,PR00464,2,16.58,0.0,33.16,33.16,12.5,20.66
OL000016994,OR0007223,PR01522,1,26.82,0.05,26.82,25.48,10.22,15.26
OL000016995,OR0007224,PR01053,4,89.83,0.0,359.32,359.32,148.32,211.0
OL000016996,OR0007224,PR00206,1,9.99,0.05,9.99,9.49,5.69,3.8
OL000016997,OR0007224,PR01349,2,26.45,0.0,52.9,52.9,26.64,26.26
OL000016998,OR0007224,PR01774,2,221.64,0.15,443.28,376.79,254.42,122.37
OL000016999,OR0007224,PR00397,1,300.54,0.05,300.54,285.51,154.01,131.5
OL000017000,OR0007225,PR01572,1,11.15,0.25,11.15,8.36,4.48,3.88
OL000017001,OR0007225,PR01799,2,85.9,0.0,171.8,171.8,91.32,80.48
OL000017002,OR0007226,PR00469,3,65.64,0.0,196.92,196.92,96.24,100.68
OL000017003,OR0007226,PR00612,1,215.27,0.15,215.27,182.98,78.66,104.32
OL000017004,OR0007226,PR00178,2,351.75,0.0,703.5,703.5,273.12,430.38
OL000017005,OR0007226,PR01320,1,29.53,0.0,29.53,29.53,20.32,9.21
OL000017006,OR0007227,PR00813,2,33.68,0.15,67.36,57.26,34.66,22.6
OL000017007,OR0007227,PR01125,1,166.02,0.1,166.02,149.42,64.47,84.95
OL000017008,OR0007227,PR00487,1,149.67,0.1,149.67,134.7,72.48,62.22
OL000017009,OR0007228,PR00662,3,48.3,0.0,144.9,144.9,75.93,68.97
