campaign_id,campaign_name,campaign_channel,target_segment,start_date,campaign_spend,campaign_objective,end_date
CA00295,Flyer Campaign 295,Influencer,Small Business,2024-04-04,769.52,Winback,2024-04-19
CA00296,Display Campaign 296,Search,Corporate,2025-05-29,3686.25,Awareness,2025-06-12
CA00297,Social Campaign 297,Display,Premium,2023-12-13,3808.0,Winback,2023-12-28
CA00298,Display Campaign 298,Flyer,Consumer,2024-02-24,7075.54,Conversion,2024-03-10
CA00299,Influencer Campaign 299,Flyer,Corporate,2025-07-03,12250.65,Awareness,2025-08-13
CA00300,Display Campaign 300,Influencer,Small Business,2025-08-21,6025.91,Retention,2025-09-14
CA00301,Loyalty App Campaign 301,Social,Student,2024-03-22,3047.3,Winback,2024-03-28
CA00302,Email Campaign 302,Flyer,Small Business,2023-11-24,11811.18,Winback,2023-12-04
CA00303,Email Campaign 303,Search,Small Business,2025-01-18,4637.38,Winback,2025-02-05
CA00304,Loyalty App Campaign 304,Social,Small Business,2024-02-02,4898.58,Conversion,2024-03-16
CA00305,Email Campaign 305,Social,Corporate,2023-09-04,4859.99,Conversion,2023-09-21
CA00306,Flyer Campaign 306,Influencer,Small Business,2024-03-31,14357.4,Winback,2024-05-04
CA00307,Search Campaign 307,Influencer,All Customers,2023-02-19,25251.23,Retention,2023-02-27
CA00308,Flyer Campaign 308,Loyalty App,Consumer,2024-04-26,6975.72,Awareness,2024-06-10
CA00309,Flyer Campaign 309,Flyer,All Customers,2023-09-09,3836.33,Conversion,2023-09-20
CA00310,Influencer Campaign 310,Search,Consumer,2025-01-05,4788.28,Conversion,2025-02-17
CA00311,Social Campaign 311,Loyalty App,Student,2023-07-31,10058.39,Conversion,2023-09-10
CA00312,Display Campaign 312,Social,All Customers,2025-03-16,10264.86,Conversion,2025-04-15
CA00313,Social Campaign 313,Email,Small Business,2023-12-09,2938.49,Conversion,2023-12-17
CA00314,Flyer Campaign 314,Flyer,Student,2025-06-02,5445.69,Awareness,2025-06-28
CA00315,Email Campaign 315,Influencer,Premium,2024-11-21,4924.13,Retention,2024-12-06
CA00316,Search Campaign 316,Search,Premium,2024-05-23,4429.44,Retention,2024-06-04
CA00317,Display Campaign 317,Loyalty App,Premium,2023-10-24,2910.62,Awareness,2023-10-27
CA00318,Social Campaign 318,Email,Student,2023-07-18,5795.16,Conversion,2023-08-23
CA00319,Flyer Campaign 319,Flyer,All Customers,2025-04-02,2817.35,Awareness,2025-05-15
CA00320,Loyalty App Campaign 320,Flyer,Student,2024-02-24,2404.16,Conversion,2024-03-04
CA00321,Influencer Campaign 321,Loyalty App,Premium,2025-03-17,2301.29,Winback,2025-04-17
CA00322,Email Campaign 322,Flyer,Premium,2025-01-06,12980.17,Conversion,2025-01-11
CA00323,Display Campaign 323,Flyer,Premium,2025-04-09,13002.39,Winback,2025-05-17
CA00324,Loyalty App Campaign 324,Display,Small Business,2025-04-03,9066.67,Winback,2025-04-09
CA00325,Social Campaign 325,Loyalty App,Premium,2024-08-22,15184.95,Conversion,2024-09-11
CA00326,Loyalty App Campaign 326,Email,Consumer,2023-06-06,5635.36,Awareness,2023-06-30
CA00327,Loyalty App Campaign 327,Display,Corporate,2024-04-14,3695.99,Winback,2024-04-26
CA00328,Loyalty App Campaign 328,Flyer,Student,2025-01-22,10283.24,Winback,2025-02-03
CA00329,Email Campaign 329,Flyer,Corporate,2025-01-01,6846.41,Awareness,2025-01-08
CA00330,Loyalty App Campaign 330,Display,Premium,2025-10-11,2022.77,Winback,2025-11-02
CA00331,Social Campaign 331,Search,Small Business,2023-12-30,33585.31,Awareness,2024-01-05
CA00332,Display Campaign 332,Social,Corporate,2023-06-26,17774.29,Winback,2023-08-04
CA00333,Search Campaign 333,Social,Corporate,2024-10-29,2219.52,Conversion,2024-11-06
CA00334,Email Campaign 334,Email,Student,2025-03-30,5685.67,Retention,2025-05-13
CA00335,Email Campaign 335,Influencer,Consumer,2025-01-02,3491.34,Conversion,2025-02-02
CA00336,Email Campaign 336,Flyer,Student,2025-07-20,27530.39,Conversion,2025-07-25
CA00337,Loyalty App Campaign 337,Display,All Customers,2025-10-09,9428.99,Retention,2025-11-03
CA00338,Search Campaign 338,Search,Corporate,2025-10-13,9451.86,Conversion,2025-11-08
CA00339,Search Campaign 339,Social,Small Business,2023-04-28,2853.16,Winback,2023-06-12
CA00340,Influencer Campaign 340,Influencer,Student,2025-02-28,10243.34,Winback,2025-03-09
CA00341,Loyalty App Campaign 341,Influencer,Small Business,2025-07-13,15582.87,Awareness,2025-07-17
CA00342,Display Campaign 342,Search,Small Business,2024-09-06,4173.88,Retention,2024-09-10
CA00343,Flyer Campaign 343,Email,Consumer,2025-01-31,4503.99,Retention,2025-03-01
CA00344,Social Campaign 344,Influencer,Consumer,2024-04-27,6746.28,Conversion,2024-05-29
CA00345,Loyalty App Campaign 345,Display,Premium,2024-02-14,7317.31,Winback,2024-03-02
CA00346,Search Campaign 346,Influencer,Corporate,2024-06-25,9126.56,Conversion,2024-07-13
CA00347,Email Campaign 347,Display,Corporate,2023-05-11,8371.7,Retention,2023-06-23
CA00348,Display Campaign 348,Loyalty App,Student,2024-09-25,3171.27,Retention,2024-10-11
CA00349,Search Campaign 349,Display,Student,2024-04-14,2131.74,Awareness,2024-05-19
CA00350,Display Campaign 350,Loyalty App,Premium,2025-07-05,8392.75,Winback,2025-07-16
CA00351,Display Campaign 351,Influencer,Premium,2025-07-29,4956.31,Retention,2025-08-20
CA00352,Email Campaign 352,Influencer,Consumer,2025-02-28,4933.82,Retention,2025-04-05
CA00353,Email Campaign 353,Email,Small Business,2025-07-23,9224.96,Conversion,2025-08-28
CA00354,Social Campaign 354,Flyer,Student,2024-01-22,3795.19,Conversion,2024-02-12
CA00355,Influencer Campaign 355,Influencer,Student,2025-04-11,3584.29,Retention,2025-05-09
CA00356,Influencer Campaign 356,Loyalty App,All Customers,2024-01-05,4255.52,Awareness,2024-02-13
CA00357,Influencer Campaign 357,Flyer,Small Business,2025-01-23,24265.06,Retention,2025-02-28
CA00358,Social Campaign 358,Display,Small Business,2025-01-23,31420.6,Retention,2025-02-12
CA00359,Display Campaign 359,Email,All Customers,2025-07-11,5457.93,Retention,2025-08-06
CA00360,Email Campaign 360,Flyer,Student,2023-12-07,5479.6,Awareness,2024-01-17
CA00361,Social Campaign 361,Social,Premium,2023-11-12,1667.4,Winback,2023-12-18
CA00362,Flyer Campaign 362,Display,Student,2023-02-14,2689.67,Conversion,2023-03-30
CA00363,Loyalty App Campaign 363,Loyalty App,Small Business,2023-10-13,10853.39,Retention,2023-10-27
CA00364,Display Campaign 364,Flyer,Consumer,2024-09-17,6289.07,Awareness,2024-10-24
CA00365,Search Campaign 365,Influencer,Premium,2023-05-17,5963.57,Retention,2023-06-05
CA00366,Influencer Campaign 366,Email,Student,2025-09-27,6662.6,Winback,2025-10-27
CA00367,Social Campaign 367,Email,Student,2024-05-17,1305.77,Conversion,2024-05-21
CA00368,Social Campaign 368,Influencer,All Customers,2025-09-24,11133.86,Winback,2025-10-17
CA00369,Social Campaign 369,Search,All Customers,2023-03-21,5039.11,Winback,2023-03-30
CA00370,Loyalty App Campaign 370,Influencer,Corporate,2024-07-07,3613.8,Winback,2024-07-13
CA00371,Loyalty App Campaign 371,Email,Consumer,2023-06-09,3030.24,Winback,2023-07-02
CA00372,Flyer Campaign 372,Email,Corporate,2024-01-19,3648.15,Conversion,2024-01-23
CA00373,Influencer Campaign 373,Search,Corporate,2023-04-20,8409.84,Winback,2023-05-25
CA00374,Social Campaign 374,Search,Consumer,2025-01-29,4079.8,Winback,2025-03-03
CA00375,Email Campaign 375,Email,Premium,2023-07-04,4536.03,Winback,2023-08-02
CA00376,Influencer Campaign 376,Flyer,Small Business,2023-02-11,5776.99,Retention,2023-02-19
CA00377,Search Campaign 377,Search,All Customers,2024-01-14,661.73,Conversion,2024-02-21
CA00378,Flyer Campaign 378,Flyer,Student,2023-07-15,14866.94,Conversion,2023-07-30
CA00379,Social Campaign 379,Search,Consumer,2024-02-14,5751.59,Conversion,2024-02-28
CA00380,Search Campaign 380,Search,Student,2025-10-24,3899.09,Retention,2025-11-15
CA00381,Loyalty App Campaign 381,Search,All Customers,2023-11-23,18304.62,Retention,2023-12-26
CA00382,Loyalty App Campaign 382,Flyer,Premium,2023-10-24,2397.71,Winback,2023-11-10
CA00383,Loyalty App Campaign 383,Flyer,Premium,2023-03-03,1244.19,Retention,2023-03-29
CA00384,Flyer Campaign 384,Search,Student,2023-05-30,7264.56,Awareness,2023-06-15
CA00385,Social Campaign 385,Display,Small Business,2023-04-20,2127.61,Awareness,2023-06-04
CA00386,Display Campaign 386,Influencer,Premium,2023-05-05,11751.61,Awareness,2023-06-10
CA00387,Display Campaign 387,Display,Student,2023-04-23,20993.13,Awareness,2023-05-08
CA00388,Flyer Campaign 388,Display,All Customers,2025-02-28,11272.81,Awareness,2025-04-04
CA00389,Flyer Campaign 389,Flyer,All Customers,2024-08-14,1886.24,Winback,2024-09-07
CA00390,Email Campaign 390,Loyalty App,Small Business,2025-10-27,8931.77,Awareness,2025-12-11
CA00391,Email Campaign 391,Flyer,Premium,2025-10-08,3843.85,Awareness,2025-10-31
CA00392,Loyalty App Campaign 392,Search,Student,2025-01-01,3724.59,Conversion,2025-01-09
CA00393,Display Campaign 393,Loyalty App,All Customers,2023-06-01,2754.64,Winback,2023-06-24
CA00394,Display Campaign 394,Email,Student,2024-11-27,6239.12,Retention,2024-12-25
CA00395,Social Campaign 395,Loyalty App,All Customers,2023-12-24,2615.42,Conversion,2024-01-09
CA00396,Social Campaign 396,Email,Student,2023-01-23,3071.18,Conversion,2023-02-06
CA00397,Search Campaign 397,Social,Small Business,2025-06-03,7415.73,Awareness,2025-06-23
CA00398,Email Campaign 398,Display,Consumer,2024-07-31,5277.34,Retention,2024-08-18
CA00399,Influencer Campaign 399,Social,Corporate,2025-04-09,9648.36,Retention,2025-05-05
CA00400,Social Campaign 400,Loyalty App,All Customers,2023-10-19,2858.65,Conversion,2023-11-04
CA00401,Display Campaign 401,Flyer,Small Business,2025-07-28,11182.1,Awareness,2025-09-02
CA00402,Social Campaign 402,Display,Premium,2023-01-28,35262.92,Awareness,2023-02-05
CA00403,Loyalty App Campaign 403,Search,Small Business,2024-10-17,3439.65,Retention,2024-11-15
CA00404,Influencer Campaign 404,Loyalty App,Premium,2023-08-17,13032.96,Awareness,2023-09-06
CA00405,Influencer Campaign 405,Search,Small Business,2024-06-26,10362.54,Retention,2024-07-05
CA00406,Display Campaign 406,Search,Corporate,2025-02-10,2304.84,Retention,2025-03-07
CA00407,Loyalty App Campaign 407,Display,Premium,2023-02-19,1919.94,Retention,2023-03-19
CA00408,Loyalty App Campaign 408,Display,Corporate,2025-07-15,4167.53,Conversion,2025-08-03
CA00409,Search Campaign 409,Flyer,Small Business,2023-07-04,8642.89,Retention,2023-08-04
CA00410,Search Campaign 410,Influencer,All Customers,2025-02-26,3750.7,Conversion,2025-03-25
CA00411,Social Campaign 411,Influencer,Student,2025-06-22,5427.22,Awareness,2025-06-26
CA00412,Email Campaign 412,Social,Student,2023-05-02,6503.96,Conversion,2023-05-08
CA00413,Influencer Campaign 413,Loyalty App,Consumer,2023-09-15,10530.66,Winback,2023-10-11
CA00414,Display Campaign 414,Loyalty App,Premium,2023-09-09,6103.12,Awareness,2023-10-04
CA00415,Social Campaign 415,Influencer,Student,2024-09-10,5547.59,Retention,2024-09-26
CA00416,Loyalty App Campaign 416,Search,Student,2023-12-09,17176.81,Awareness,2024-01-09
CA00417,Email Campaign 417,Loyalty App,Student,2023-01-24,3122.45,Winback,2023-02-20
CA00418,Search Campaign 418,Search,All Customers,2024-03-29,6474.22,Winback,2024-04-18
CA00419,Loyalty App Campaign 419,Search,Consumer,2023-05-02,10757.36,Conversion,2023-05-07
CA00420,Flyer Campaign 420,Loyalty App,Small Business,2023-03-21,4869.81,Awareness,2023-03-31
CA00421,Social Campaign 421,Flyer,Student,2023-03-27,2943.42,Conversion,2023-04-10
CA00422,Search Campaign 422,Loyalty App,Consumer,2025-11-09,4482.98,Winback,2025-11-16
CA00423,Display Campaign 423,Social,Premium,2024-05-18,17061.8,Winback,2024-06-15
CA00424,Social Campaign 424,Display,Small Business,2023-09-09,5565.29,Winback,2023-10-11
CA00425,Search Campaign 425,Social,Consumer,2024-08-25,6656.79,Retention,2024-10-08
CA00426,Social Campaign 426,Influencer,Small Business,2023-10-26,3178.05,Conversion,2023-11-09
CA00427,Flyer Campaign 427,Display,Small Business,2025-10-26,6698.88,Winback,2025-11-25
CA00428,Social Campaign 428,Loyalty App,Small Business,2023-06-05,2488.61,Conversion,2023-06-23
CA00429,Search Campaign 429,Social,Small Business,2023-11-10,24505.44,Awareness,2023-12-15
CA00430,Influencer Campaign 430,Influencer,Consumer,2025-09-07,14454.03,Retention,2025-10-20
CA00431,Email Campaign 431,Influencer,Premium,2025-05-25,4842.09,Conversion,2025-06-06
CA00432,Email Campaign 432,Social,Corporate,2024-07-23,9721.25,Conversion,2024-07-28
CA00433,Email Campaign 433,Email,Small Business,2024-01-19,8652.73,Winback,2024-03-03
CA00434,Email Campaign 434,Display,All Customers,2024-03-02,6209.48,Conversion,2024-04-08
CA00435,Search Campaign 435,Loyalty App,Corporate,2025-07-04,10514.13,Winback,2025-07-14
CA00436,Search Campaign 436,Search,Small Business,2024-10-07,11229.55,Winback,2024-11-18
CA00437,Search Campaign 437,Email,Corporate,2023-09-12,1687.58,Awareness,2023-10-08
CA00438,Social Campaign 438,Display,Corporate,2024-06-23,2698.14,Awareness,2024-07-31
CA00439,Flyer Campaign 439,Influencer,All Customers,2023-04-01,1805.27,Retention,2023-05-07
CA00440,Email Campaign 440,Email,Consumer,2024-02-09,14512.58,Awareness,2024-03-06
CA00441,Flyer Campaign 441,Email,Corporate,2025-01-28,6927.08,Retention,2025-03-08
CA00442,Loyalty App Campaign 442,Flyer,Corporate,2024-08-12,11119.77,Retention,2024-08-17
CA00443,Email Campaign 443,Social,Student,2024-08-28,12522.83,Conversion,2024-09-21
CA00444,Influencer Campaign 444,Search,Student,2023-11-05,9828.08,Winback,2023-11-29
CA00445,Display Campaign 445,Search,Premium,2024-12-17,10851.12,Conversion,2025-01-07
CA00446,Flyer Campaign 446,Loyalty App,Premium,2024-08-18,4321.39,Retention,2024-09-27
CA00447,Flyer Campaign 447,Flyer,Corporate,2024-12-01,38413.01,Retention,2024-12-31
CA00448,Influencer Campaign 448,Loyalty App,Consumer,2025-04-11,16661.54,Awareness,2025-04-20
CA00449,Influencer Campaign 449,Social,All Customers,2023-04-25,19741.11,Conversion,2023-05-05
CA00450,Social Campaign 450,Flyer,Consumer,2024-04-21,9330.35,Winback,2024-04-25
CA00451,Social Campaign 451,Flyer,Small Business,2025-08-02,12083.06,Conversion,2025-09-05
CA00452,Search Campaign 452,Display,Premium,2024-12-12,29419.62,Awareness,2025-01-04
CA00453,Social Campaign 453,Email,Student,2025-11-23,7952.27,Conversion,2025-12-21
CA00454,Display Campaign 454,Display,All Customers,2023-09-11,7633.08,Retention,2023-09-26
CA00455,Social Campaign 455,Loyalty App,Student,2023-12-13,14359.64,Retention,2024-01-27
CA00456,Search Campaign 456,Search,Corporate,2023-04-15,6714.04,Winback,2023-05-10
CA00457,Influencer Campaign 457,Social,Student,2023-07-23,6327.63,Conversion,2023-08-31
CA00458,Email Campaign 458,Search,All Customers,2025-05-02,3807.45,Awareness,2025-06-09
CA00459,Email Campaign 459,Email,Consumer,2023-08-01,3840.75,Conversion,2023-08-17
CA00460,Display Campaign 460,Flyer,Corporate,2023-07-27,1553.06,Retention,2023-08-11
CA00461,Display Campaign 461,Flyer,Student,2025-08-19,4797.45,Conversion,2025-09-04
CA00462,Social Campaign 462,Email,Corporate,2023-03-19,5138.44,Retention,2023-04-01
CA00463,Search Campaign 463,Search,All Customers,2023-09-28,4922.52,Conversion,2023-10-16
CA00464,Influencer Campaign 464,Flyer,Small Business,2023-11-27,8625.77,Awareness,2024-01-08
CA00465,Loyalty App Campaign 465,Search,All Customers,2023-09-08,2758.22,Awareness,2023-09-28
CA00466,Flyer Campaign 466,Display,Corporate,2023-02-24,2495.67,Conversion,2023-04-09
CA00467,Display Campaign 467,Email,Small Business,2024-03-14,4396.51,Winback,2024-04-23
CA00468,Search Campaign 468,Flyer,Premium,2023-07-23,1365.1,Awareness,2023-08-17
CA00469,Loyalty App Campaign 469,Flyer,Premium,2025-07-26,9717.73,Conversion,2025-08-17
CA00470,Loyalty App Campaign 470,Influencer,Small Business,2024-08-29,2336.2,Retention,2024-09-10
CA00471,Flyer Campaign 471,Search,Premium,2024-04-21,3749.42,Conversion,2024-04-30
CA00472,Social Campaign 472,Flyer,Small Business,2023-02-20,6626.95,Conversion,2023-04-03
CA00473,Social Campaign 473,Influencer,All Customers,2023-01-19,5450.31,Winback,2023-02-21
CA00474,Influencer Campaign 474,Social,Small Business,2024-11-10,8037.97,Retention,2024-11-15
CA00475,Social Campaign 475,Display,Corporate,2025-05-18,4805.17,Retention,2025-05-24
CA00476,Loyalty App Campaign 476,Display,Corporate,2025-10-18,1376.32,Awareness,2025-11-03
CA00477,Search Campaign 477,Influencer,Premium,2023-12-14,2257.71,Conversion,2023-12-31
CA00478,Search Campaign 478,Loyalty App,Consumer,2024-07-12,3880.1,Winback,2024-08-10
CA00479,Loyalty App Campaign 479,Social,Corporate,2025-08-16,13793.03,Retention,2025-08-25
CA00480,Flyer Campaign 480,Display,Corporate,2024-07-23,3290.62,Retention,2024-09-01
CA00481,Search Campaign 481,Display,Small Business,2024-03-11,5380.91,Winback,2024-04-22
CA00482,Email Campaign 482,Loyalty App,Consumer,2024-09-24,19752.11,Winback,2024-10-15
CA00483,Search Campaign 483,Influencer,Small Business,2023-07-19,5141.35,Awareness,2023-08-11
CA00484,Email Campaign 484,Search,All Customers,2024-08-27,5900.98,Awareness,2024-09-14
CA00485,Influencer Campaign 485,Display,Premium,2023-05-09,2674.61,Awareness,2023-06-02
CA00486,Search Campaign 486,Social,Consumer,2024-12-12,12891.77,Awareness,2025-01-15
CA00487,Loyalty App Campaign 487,Influencer,Corporate,2023-12-31,16044.0,Conversion,2024-01-08
CA00488,Influencer Campaign 488,Search,Small Business,2025-06-12,2420.59,Winback,2025-06-19
CA00489,Email Campaign 489,Email,Student,2024-12-01,8350.25,Winback,2024-12-25
CA00490,Email Campaign 490,Search,Small Business,2025-11-12,18206.4,Retention,2025-11-20
CA00491,Email Campaign 491,Search,Small Business,2023-08-10,16747.13,Retention,2023-08-27
CA00492,Social Campaign 492,Influencer,Student,2023-04-27,7196.21,Winback,2023-05-21
CA00493,Search Campaign 493,Flyer,All Customers,2023-03-10,4981.2,Winback,2023-04-21
CA00494,Social Campaign 494,Flyer,Corporate,2023-12-17,3931.04,Conversion,2024-01-31
CA00495,Display Campaign 495,Loyalty App,Student,2023-07-06,4524.06,Retention,2023-07-16
CA00496,Display Campaign 496,Influencer,Student,2025-04-21,6130.87,Winback,2025-05-02
CA00497,Loyalty App Campaign 497,Display,Premium,2025-11-04,4068.85,Awareness,2025-11-15
CA00498,Search Campaign 498,Display,Student,2025-11-01,11096.43,Conversion,2025-11-28
CA00499,Display Campaign 499,Flyer,Consumer,2024-07-01,2393.99,Conversion,2024-07-21
CA00500,Search Campaign 500,Email,Student,2023-02-27,6071.62,Conversion,2023-04-13
CA00501,Search Campaign 501,Email,Student,2024-04-18,1828.83,Retention,2024-04-30
CA00502,Flyer Campaign 502,Social,Small Business,2024-09-09,4665.43,Winback,2024-09-25
CA00503,Influencer Campaign 503,Flyer,Student,2024-12-24,14942.49,Winback,2024-12-29
CA00504,Loyalty App Campaign 504,Social,Corporate,2025-11-01,7019.65,Awareness,2025-11-05
CA00505,Flyer Campaign 505,Social,Student,2024-05-14,5318.72,Conversion,2024-06-23
CA00506,Social Campaign 506,Flyer,Consumer,2025-09-17,2368.83,Retention,2025-10-15
CA00507,Social Campaign 507,Search,Student,2025-11-04,19459.48,Awareness,2025-12-09
CA00508,Influencer Campaign 508,Flyer,Corporate,2023-04-25,17272.25,Awareness,2023-05-10
CA00509,Flyer Campaign 509,Email,Student,2024-04-26,3652.79,Retention,2024-05-15
CA00510,Flyer Campaign 510,Search,Consumer,2025-09-25,7016.99,Conversion,2025-11-01
CA00511,Search Campaign 511,Display,Small Business,2023-06-06,5714.1,Retention,2023-06-30
CA00512,Search Campaign 512,Influencer,Corporate,2023-01-03,9384.55,Conversion,2023-02-08
CA00513,Search Campaign 513,Social,Student,2023-08-15,2469.01,Winback,2023-09-22
CA00514,Search Campaign 514,Email,Small Business,2024-07-09,6827.13,Awareness,2024-08-16
CA00515,Display Campaign 515,Search,Consumer,2024-09-03,2067.34,Retention,2024-09-22
CA00516,Loyalty App Campaign 516,Loyalty App,All Customers,2024-03-21,12351.8,Retention,2024-03-29
CA00517,Flyer Campaign 517,Search,Consumer,2025-06-03,6622.7,Retention,2025-06-22
CA00518,Influencer Campaign 518,Flyer,Corporate,2023-06-24,10570.48,Winback,2023-08-05
CA00519,Display Campaign 519,Loyalty App,Consumer,2025-05-19,8376.24,Conversion,2025-06-27
CA00520,Loyalty App Campaign 520,Flyer,Premium,2025-03-19,8718.61,Awareness,2025-04-13
CA00521,Influencer Campaign 521,Flyer,Student,2025-05-07,3231.21,Awareness,2025-05-13
CA00522,Social Campaign 522,Social,All Customers,2024-04-11,7052.01,Retention,2024-05-09
CA00523,Loyalty App Campaign 523,Loyalty App,Premium,2025-04-29,28959.49,Winback,2025-05-06
CA00524,Search Campaign 524,Loyalty App,Consumer,2025-08-02,3287.44,Winback,2025-09-05
CA00525,Flyer Campaign 525,Influencer,All Customers,2023-11-04,9052.02,Awareness,2023-11-20
CA00526,Search Campaign 526,Loyalty App,Corporate,2025-07-08,8614.65,Winback,2025-07-15
CA00527,Display Campaign 527,Loyalty App,Small Business,2024-09-28,1481.15,Awareness,2024-10-14
CA00528,Influencer Campaign 528,Social,Premium,2024-03-08,4040.88,Winback,2024-04-12
CA00529,Email Campaign 529,Display,Small Business,2023-12-26,7620.43,Retention,2024-01-15
CA00530,Email Campaign 530,Display,Consumer,2024-02-07,6886.76,Awareness,2024-02-23
CA00531,Loyalty App Campaign 531,Flyer,Corporate,2025-01-23,2453.01,Conversion,2025-02-14
CA00532,Influencer Campaign 532,Flyer,Consumer,2023-02-03,8231.68,Conversion,2023-03-05
CA00533,Social Campaign 533,Display,Small Business,2023-12-15,4526.52,Conversion,2023-12-25
CA00534,Search Campaign 534,Email,Corporate,2024-06-11,9103.71,Retention,2024-06-19
CA00535,Social Campaign 535,Email,Consumer,2025-05-19,4883.77,Awareness,2025-06-28
CA00536,Display Campaign 536,Search,Premium,2023-12-30,15335.18,Retention,2024-01-07
CA00537,Email Campaign 537,Loyalty App,Premium,2023-01-04,13187.73,Conversion,2023-02-12
CA00538,Display Campaign 538,Social,Small Business,2024-11-06,3083.05,Awareness,2024-12-10
CA00539,Loyalty App Campaign 539,Influencer,Corporate,2025-11-14,3393.16,Retention,2025-11-17
CA00540,Influencer Campaign 540,Influencer,Small Business,2025-09-14,3697.24,Awareness,2025-09-25
CA00541,Social Campaign 541,Search,Corporate,2024-07-26,5218.53,Awareness,2024-08-22
CA00542,Search Campaign 542,Display,Premium,2024-08-15,807.74,Winback,2024-09-21
CA00543,Display Campaign 543,Loyalty App,Consumer,2024-10-19,1929.62,Retention,2024-10-26
CA00544,Email Campaign 544,Email,Consumer,2025-08-14,2223.22,Retention,2025-08-28
CA00545,Loyalty App Campaign 545,Search,Premium,2025-05-05,3310.79,Awareness,2025-06-07
CA00546,Social Campaign 546,Search,Consumer,2024-07-23,1908.2,Awareness,2024-07-26
CA00547,Influencer Campaign 547,Influencer,Corporate,2025-11-23,4160.8,Conversion,2025-12-25
CA00548,Email Campaign 548,Display,Small Business,2025-06-24,5546.15,Retention,2025-08-08
CA00549,Social Campaign 549,Flyer,All Customers,2025-10-19,9070.82,Winback,2025-11-25
CA00550,Display Campaign 550,Email,Corporate,2025-07-01,11609.0,Retention,2025-08-11
CA00551,Influencer Campaign 551,Flyer,Small Business,2025-02-18,3959.49,Winback,2025-03-30
CA00552,Search Campaign 552,Social,All Customers,2024-08-14,27535.81,Retention,2024-09-04
CA00553,Social Campaign 553,Influencer,Small Business,2023-12-22,3463.12,Awareness,2024-01-19
CA00554,Loyalty App Campaign 554,Email,All Customers,2025-01-01,2161.45,Awareness,2025-01-13
CA00555,Social Campaign 555,Email,Small Business,2025-05-18,7545.52,Awareness,2025-06-24
CA00556,Email Campaign 556,Email,Student,2023-10-07,3224.67,Awareness,2023-11-10
CA00557,Search Campaign 557,Flyer,All Customers,2023-09-17,15534.33,Retention,2023-09-27
CA00558,Flyer Campaign 558,Influencer,Consumer,2024-06-11,5671.94,Conversion,2024-06-14
CA00559,Display Campaign 559,Search,Small Business,2023-01-11,2998.11,Conversion,2023-01-25
CA00560,Loyalty App Campaign 560,Loyalty App,Student,2023-04-27,13407.5,Winback,2023-05-01
CA00561,Display Campaign 561,Display,Student,2024-09-20,10432.27,Winback,2024-10-18
CA00562,Display Campaign 562,Search,Consumer,2024-02-14,11244.11,Retention,2024-03-28
CA00563,Social Campaign 563,Influencer,Small Business,2023-07-19,16229.38,Awareness,2023-08-20
CA00564,Flyer Campaign 564,Display,Consumer,2023-04-29,6644.69,Winback,2023-05-20
CA00565,Social Campaign 565,Display,Consumer,2024-11-28,3982.61,Awareness,2024-12-29
CA00566,Flyer Campaign 566,Email,Small Business,2023-12-17,2896.05,Winback,2024-01-11
CA00567,Display Campaign 567,Social,Student,2024-02-23,15687.48,Retention,2024-03-03
CA00568,Loyalty App Campaign 568,Email,Consumer,2025-02-13,5908.45,Conversion,2025-03-21
CA00569,Search Campaign 569,Search,Consumer,2024-12-30,38029.09,Awareness,2025-01-28
CA00570,Loyalty App Campaign 570,Influencer,Corporate,2024-02-12,32449.5,Winback,2024-03-20
CA00571,Social Campaign 571,Flyer,Premium,2024-06-06,4590.82,Conversion,2024-06-09
CA00572,Flyer Campaign 572,Loyalty App,Premium,2023-11-13,2997.76,Retention,2023-12-06
CA00573,Email Campaign 573,Loyalty App,Small Business,2025-09-25,8996.6,Retention,2025-10-20
CA00574,Influencer Campaign 574,Loyalty App,Small Business,2025-10-13,11453.48,Retention,2025-10-26
CA00575,Display Campaign 575,Display,All Customers,2025-01-10,6059.84,Retention,2025-01-27
CA00576,Search Campaign 576,Search,Premium,2023-03-20,5434.96,Retention,2023-04-04
CA00577,Display Campaign 577,Social,Consumer,2024-12-13,8782.09,Conversion,2025-01-22
CA00578,Influencer Campaign 578,Display,All Customers,2023-06-08,10297.37,Retention,2023-07-01
CA00579,Email Campaign 579,Email,All Customers,2024-11-20,1722.4,Winback,2024-12-20
CA00580,Loyalty App Campaign 580,Search,Consumer,2023-04-13,6325.71,Winback,2023-05-25
CA00581,Email Campaign 581,Social,Consumer,2024-05-09,7004.53,Conversion,2024-06-16
CA00582,Influencer Campaign 582,Influencer,Premium,2025-04-26,12839.14,Winback,2025-05-13
CA00583,Email Campaign 583,Search,Corporate,2023-02-20,2594.26,Awareness,2023-03-20
CA00584,Flyer Campaign 584,Flyer,Student,2023-01-12,4381.6,Retention,2023-02-12
CA00585,Influencer Campaign 585,Display,Corporate,2023-01-15,19939.78,Awareness,2023-01-26
CA00586,Social Campaign 586,Flyer,Premium,2025-07-23,2536.57,Conversion,2025-08-12
CA00587,Email Campaign 587,Loyalty App,Small Business,2023-04-05,22239.16,Conversion,2023-04-30
CA00588,Social Campaign 588,Flyer,All Customers,2025-04-04,8904.95,Retention,2025-04-09
CA00589,Search Campaign 589,Email,All Customers,2024-04-14,4689.5,Awareness,2024-04-23
