product_id,product_name,category,subcategory,supplier,unit_cost,list_price,product_tier,product_status
PR00328,Kids Item 328,Apparel,Kids,Supplier B,15.94,27.97,A,Active
PR00329,Decor Item 329,Home,Decor,Supplier P,17.8,25.95,A,Active
PR00330,Snacks Item 330,Grocery,Snacks,Supplier H,2.66,4.97,C,Discontinued
PR00331,Bedding Item 331,Home,Bedding,Supplier B,42.16,82.12,A,Active
PR00332,Desks Item 332,Furniture,Desks,Supplier I,87.73,133.9,C,Active
PR00333,Beverages Item 333,Grocery,Beverages,Supplier A,3.14,6.27,A,Active
PR00334,Snacks Item 334,Grocery,Snacks,Supplier E,2.55,4.4,B,Active
PR00335,Storage Item 335,Furniture,Storage,Supplier D,188.99,250.17,B,Active
PR00336,Frozen Item 336,Grocery,Frozen,Supplier E,4.94,11.62,B,Active
PR00337,Kitchen Item 337,Home,Kitchen,Supplier H,30.92,78.22,A,Active
PR00338,Bedding Item 338,Home,Bedding,Supplier K,23.81,32.86,B,Active
PR00339,Accessories Item 339,Technology,Accessories,Supplier B,80.55,204.15,C,Active
PR00340,Cleaning Item 340,Home,Cleaning,Supplier R,20.36,33.06,C,Active
PR00341,Printers Item 341,Technology,Printers,Supplier M,87.86,139.72,C,Active
PR00342,Envelopes Item 342,Office Supplies,Envelopes,Supplier A,12.25,33.66,A,Active
PR00343,Beverages Item 343,Grocery,Beverages,Supplier D,2.91,7.2,A,Active
PR00344,Monitors Item 344,Technology,Monitors,Supplier C,162.32,375.82,A,Active
PR00345,Bedding Item 345,Home,Bedding,Supplier C,32.17,60.53,A,Active
PR00346,Shelving Item 346,Furniture,Shelving,Supplier H,101.75,230.13,C,Active
PR00347,Envelopes Item 347,Office Supplies,Envelopes,Supplier L,18.68,51.11,A,Active
PR00348,Paper Item 348,Office Supplies,Paper,Supplier L,4.78,11.4,C,Active
PR00349,Bedding Item 349,Home,Bedding,Supplier F,21.28,49.46,B,Active
PR00350,Kids Item 350,Apparel,Kids,Supplier P,9.55,19.95,A,Active
PR00351,Paper Item 351,Office Supplies,Paper,Supplier G,9.33,17.17,B,Active
PR00352,Kitchen Item 352,Home,Kitchen,Supplier P,51.83,90.62,B,Active
PR00353,Kids Item 353,Apparel,Kids,Supplier I,20.47,39.38,A,Active
PR00354,Monitors Item 354,Technology,Monitors,Supplier D,56.11,100.98,B,Active
PR00355,Art Item 355,Office Supplies,Art,Supplier K,23.59,40.66,C,Active
PR00356,Storage Item 356,Furniture,Storage,Supplier A,48.94,85.32,C,Active
PR00357,Accessories Item 357,Apparel,Accessories,Supplier F,45.23,80.11,A,Active
PR00358,Accessories Item 358,Apparel,Accessories,Supplier C,18.97,26.07,A,Active
PR00359,Chairs Item 359,Furniture,Chairs,Supplier B,102.62,256.14,C,Active
PR00360,Paper Item 360,Office Supplies,Paper,Supplier L,11.68,29.15,A,Active
PR00361,Bedding Item 361,Home,Bedding,Supplier M,22.89,60.21,B,Active
PR00362,Fresh Item 362,Grocery,Fresh,Supplier N,7.12,11.88,A,Active
PR00363,Smart Home Item 363,Technology,Smart Home,Supplier P,258.76,562.22,A,Active
PR00364,Kids Item 364,Apparel,Kids,Supplier A,25.35,65.97,B,Active
PR00365,Storage Item 365,Furniture,Storage,Supplier R,110.17,173.53,C,Active
PR00366,Accessories Item 366,Technology,Accessories,Supplier N,107.81,184.65,C,Active
PR00367,Art Item 367,Office Supplies,Art,Supplier F,7.56,11.84,C,Active
PR00368,Paper Item 368,Office Supplies,Paper,Supplier H,6.71,11.95,A,Active
PR00369,Frozen Item 369,Grocery,Frozen,Supplier R,4.24,6.79,C,Active
PR00370,Tablets Item 370,Technology,Tablets,Supplier J,90.55,143.23,C,Active
PR00371,Monitors Item 371,Technology,Monitors,Supplier A,136.68,187.6,B,Active
PR00372,Shelving Item 372,Furniture,Shelving,Supplier P,41.35,83.13,A,Active
PR00373,Accessories Item 373,Technology,Accessories,Supplier Q,83.95,218.78,B,Active
PR00374,Shelving Item 374,Furniture,Shelving,Supplier F,65.73,164.46,B,Active
PR00375,Shoes Item 375,Apparel,Shoes,Supplier P,25.53,53.25,B,Active
PR00376,Tables Item 376,Furniture,Tables,Supplier H,53.36,84.55,A,Discontinued
PR00377,Monitors Item 377,Technology,Monitors,Supplier K,30.28,83.7,C,Active
PR00378,Cleaning Item 378,Home,Cleaning,Supplier I,25.54,66.47,B,Active
PR00379,Accessories Item 379,Technology,Accessories,Supplier O,140.47,249.89,B,Active
PR00380,Frozen Item 380,Grocery,Frozen,Supplier A,1.02,2.65,C,Discontinued
PR00381,Desks Item 381,Furniture,Desks,Supplier I,71.46,92.95,A,Active
PR00382,Writing Item 382,Office Supplies,Writing,Supplier C,4.74,10.96,B,Active
PR00383,Fresh Item 383,Grocery,Fresh,Supplier R,11.92,32.61,A,Active
PR00384,Cleaning Item 384,Home,Cleaning,Supplier D,24.23,44.3,C,Active
PR00385,Accessories Item 385,Apparel,Accessories,Supplier C,25.66,60.77,C,Active
PR00386,Decor Item 386,Home,Decor,Supplier Q,14.67,27.96,B,Active
PR00387,Desks Item 387,Furniture,Desks,Supplier I,97.31,173.99,B,Active
PR00388,Chairs Item 388,Furniture,Chairs,Supplier N,32.12,41.79,B,Active
PR00389,Beverages Item 389,Grocery,Beverages,Supplier R,4.53,11.34,A,Active
PR00390,Envelopes Item 390,Office Supplies,Envelopes,Supplier K,8.54,21.19,C,Active
PR00391,Laptops Item 391,Technology,Laptops,Supplier I,59.87,104.4,A,Discontinued
PR00392,Envelopes Item 392,Office Supplies,Envelopes,Supplier K,2.71,6.28,B,Active
PR00393,Fresh Item 393,Grocery,Fresh,Supplier G,8.17,14.65,B,Active
PR00394,Frozen Item 394,Grocery,Frozen,Supplier P,5.49,7.21,A,Active
PR00395,Envelopes Item 395,Office Supplies,Envelopes,Supplier B,9.24,18.55,A,Active
PR00396,Frozen Item 396,Grocery,Frozen,Supplier M,2.59,7.25,A,Active
PR00397,Monitors Item 397,Technology,Monitors,Supplier P,154.01,300.54,A,Active
PR00398,Binders Item 398,Office Supplies,Binders,Supplier Q,5.35,7.18,B,Active
PR00399,Art Item 399,Office Supplies,Art,Supplier E,12.16,23.53,A,Active
PR00400,Writing Item 400,Office Supplies,Writing,Supplier O,4.01,7.28,C,Discontinued
PR00401,Labels Item 401,Office Supplies,Labels,Supplier F,4.48,9.76,A,Active
PR00402,Accessories Item 402,Apparel,Accessories,Supplier P,26.36,56.27,B,Active
PR00403,Fresh Item 403,Grocery,Fresh,Supplier M,11.24,18.12,A,Active
PR00404,Binders Item 404,Office Supplies,Binders,Supplier J,8.45,11.43,B,Active
PR00405,Cleaning Item 405,Home,Cleaning,Supplier R,31.74,64.44,A,Active
PR00406,Envelopes Item 406,Office Supplies,Envelopes,Supplier R,9.09,17.64,B,Active
PR00407,Fresh Item 407,Grocery,Fresh,Supplier J,5.69,14.69,A,Active
PR00408,Lighting Item 408,Home,Lighting,Supplier C,38.78,49.85,A,Active
PR00409,Decor Item 409,Home,Decor,Supplier E,14.19,33.88,B,Active
PR00410,Cleaning Item 410,Home,Cleaning,Supplier F,58.34,75.5,B,Active
PR00411,Accessories Item 411,Apparel,Accessories,Supplier N,20.66,37.98,A,Active
PR00412,Pantry Item 412,Grocery,Pantry,Supplier E,4.85,10.62,A,Active
PR00413,Monitors Item 413,Technology,Monitors,Supplier Q,140.82,235.87,C,Active
PR00414,Art Item 414,Office Supplies,Art,Supplier D,3.01,8.28,B,Active
PR00415,Women Item 415,Apparel,Women,Supplier J,38.99,84.11,C,Discontinued
PR00416,Paper Item 416,Office Supplies,Paper,Supplier K,23.49,37.17,B,Active
PR00417,Accessories Item 417,Technology,Accessories,Supplier D,244.58,346.84,B,Active
PR00418,Shoes Item 418,Apparel,Shoes,Supplier K,10.26,28.08,C,Active
PR00419,Envelopes Item 419,Office Supplies,Envelopes,Supplier J,7.64,21.26,A,Active
PR00420,Smart Home Item 420,Technology,Smart Home,Supplier R,69.84,190.22,C,Active
PR00421,Pantry Item 421,Grocery,Pantry,Supplier C,8.71,24.03,A,Active
PR00422,Cleaning Item 422,Home,Cleaning,Supplier K,18.59,39.86,B,Active
PR00423,Snacks Item 423,Grocery,Snacks,Supplier R,4.17,7.4,B,Active
PR00424,Art Item 424,Office Supplies,Art,Supplier N,5.48,13.88,B,Active
PR00425,Accessories Item 425,Technology,Accessories,Supplier L,152.74,259.06,C,Active
PR00426,Shelving Item 426,Furniture,Shelving,Supplier A,67.49,131.09,A,Active
PR00427,Fresh Item 427,Grocery,Fresh,Supplier B,7.22,12.84,A,Active
PR00428,Kids Item 428,Apparel,Kids,Supplier L,8.31,19.5,B,Active
PR00429,Tablets Item 429,Technology,Tablets,Supplier E,98.73,266.01,C,Active
PR00430,Storage Item 430,Furniture,Storage,Supplier E,73.1,183.0,B,Active
PR00431,Women Item 431,Apparel,Women,Supplier J,58.02,135.52,C,Discontinued
PR00432,Bedding Item 432,Home,Bedding,Supplier C,40.45,77.55,B,Active
PR00433,Cleaning Item 433,Home,Cleaning,Supplier C,37.76,57.6,A,Active
PR00434,Pantry Item 434,Grocery,Pantry,Supplier K,2.57,5.23,A,Active
PR00435,Shelving Item 435,Furniture,Shelving,Supplier A,96.35,238.61,B,Discontinued
PR00436,Printers Item 436,Technology,Printers,Supplier C,153.6,316.92,B,Active
PR00437,Bedding Item 437,Home,Bedding,Supplier N,21.5,35.28,C,Active
PR00438,Men Item 438,Apparel,Men,Supplier B,16.52,43.41,A,Discontinued
PR00439,Women Item 439,Apparel,Women,Supplier K,21.3,58.45,A,Active
PR00440,Tables Item 440,Furniture,Tables,Supplier E,94.27,119.71,B,Active
PR00441,Fresh Item 441,Grocery,Fresh,Supplier I,3.97,9.39,C,Active
PR00442,Desks Item 442,Furniture,Desks,Supplier Q,89.24,191.42,B,Active
PR00443,Pantry Item 443,Grocery,Pantry,Supplier E,5.99,15.47,B,Active
PR00444,Fresh Item 444,Grocery,Fresh,Supplier K,9.73,27.16,C,Active
PR00445,Art Item 445,Office Supplies,Art,Supplier N,7.02,18.46,B,Active
PR00446,Writing Item 446,Office Supplies,Writing,Supplier N,22.32,36.65,A,Active
PR00447,Paper Item 447,Office Supplies,Paper,Supplier C,7.63,13.02,B,Active
PR00448,Accessories Item 448,Technology,Accessories,Supplier R,229.31,438.56,A,Active
PR00449,Accessories Item 449,Technology,Accessories,Supplier K,270.31,690.35,B,Active
PR00450,Men Item 450,Apparel,Men,Supplier B,6.21,7.83,B,Active
PR00451,Lighting Item 451,Home,Lighting,Supplier A,44.92,122.1,B,Active
PR00452,Shoes Item 452,Apparel,Shoes,Supplier M,25.99,57.8,C,Active
PR00453,Lighting Item 453,Home,Lighting,Supplier L,6.74,15.5,B,Active
PR00454,Art Item 454,Office Supplies,Art,Supplier Q,13.36,35.97,A,Active
PR00455,Frozen Item 455,Grocery,Frozen,Supplier L,3.68,6.32,A,Discontinued
PR00456,Tablets Item 456,Technology,Tablets,Supplier H,114.08,226.55,B,Active
PR00457,Envelopes Item 457,Office Supplies,Envelopes,Supplier C,6.12,7.69,B,Discontinued
PR00458,Art Item 458,Office Supplies,Art,Supplier R,9.85,17.81,B,Active
PR00459,Beverages Item 459,Grocery,Beverages,Supplier R,3.55,9.47,C,Active
PR00460,Decor Item 460,Home,Decor,Supplier Q,13.31,17.79,A,Active
PR00461,Frozen Item 461,Grocery,Frozen,Supplier F,3.89,6.41,A,Active
PR00462,Storage Item 462,Furniture,Storage,Supplier D,78.32,204.52,B,Active
PR00463,Lighting Item 463,Home,Lighting,Supplier Q,11.2,15.72,C,Active
PR00464,Pantry Item 464,Grocery,Pantry,Supplier R,6.25,16.58,C,Active
PR00465,Beverages Item 465,Grocery,Beverages,Supplier O,7.59,16.11,B,Active
PR00466,Binders Item 466,Office Supplies,Binders,Supplier N,6.1,12.6,B,Active
PR00467,Decor Item 467,Home,Decor,Supplier H,20.44,44.93,B,Active
PR00468,Women Item 468,Apparel,Women,Supplier D,8.25,23.09,B,Active
PR00469,Women Item 469,Apparel,Women,Supplier C,32.08,65.64,C,Active
PR00470,Monitors Item 470,Technology,Monitors,Supplier H,186.09,315.87,A,Discontinued
PR00471,Chairs Item 471,Furniture,Chairs,Supplier A,147.16,226.01,B,Active
PR00472,Fresh Item 472,Grocery,Fresh,Supplier B,6.18,10.93,A,Active
PR00473,Beverages Item 473,Grocery,Beverages,Supplier C,3.48,9.25,A,Active
PR00474,Laptops Item 474,Technology,Laptops,Supplier H,253.48,425.47,B,Active
PR00475,Women Item 475,Apparel,Women,Supplier I,6.51,8.7,C,Active
PR00476,Cleaning Item 476,Home,Cleaning,Supplier N,89.13,224.69,A,Active
PR00477,Decor Item 477,Home,Decor,Supplier G,32.79,86.14,C,Active
PR00478,Decor Item 478,Home,Decor,Supplier I,14.36,34.98,B,Active
PR00479,Beverages Item 479,Grocery,Beverages,Supplier E,5.82,12.2,A,Active
PR00480,Desks Item 480,Furniture,Desks,Supplier R,87.57,173.17,B,Active
PR00481,Lighting Item 481,Home,Lighting,Supplier A,20.14,29.7,C,Active
PR00482,Men Item 482,Apparel,Men,Supplier K,29.47,57.39,C,Active
PR00483,Writing Item 483,Office Supplies,Writing,Supplier K,12.33,15.87,B,Active
PR00484,Decor Item 484,Home,Decor,Supplier P,14.32,25.46,C,Active
PR00485,Envelopes Item 485,Office Supplies,Envelopes,Supplier J,16.21,22.93,C,Active
PR00486,Shelving Item 486,Furniture,Shelving,Supplier N,104.71,159.11,C,Active
PR00487,Lighting Item 487,Home,Lighting,Supplier H,72.48,149.67,A,Active
PR00488,Storage Item 488,Furniture,Storage,Supplier N,32.42,50.38,C,Active
PR00489,Lighting Item 489,Home,Lighting,Supplier E,18.67,34.62,A,Active
PR00490,Shoes Item 490,Apparel,Shoes,Supplier Q,17.49,38.3,A,Active
PR00491,Envelopes Item 491,Office Supplies,Envelopes,Supplier D,4.83,7.16,C,Discontinued
PR00492,Storage Item 492,Furniture,Storage,Supplier M,232.24,366.3,C,Active
PR00493,Accessories Item 493,Technology,Accessories,Supplier R,106.27,272.59,A,Active
PR00494,Paper Item 494,Office Supplies,Paper,Supplier C,4.1,10.89,B,Active
PR00495,Desks Item 495,Furniture,Desks,Supplier R,125.01,178.09,A,Active
PR00496,Tables Item 496,Furniture,Tables,Supplier E,72.02,106.31,C,Active
PR00497,Fresh Item 497,Grocery,Fresh,Supplier G,4.17,7.22,B,Active
PR00498,Tablets Item 498,Technology,Tablets,Supplier N,177.14,264.52,B,Active
PR00499,Storage Item 499,Furniture,Storage,Supplier H,65.53,86.66,C,Active
PR00500,Shoes Item 500,Apparel,Shoes,Supplier M,18.19,26.35,B,Active
PR00501,Paper Item 501,Office Supplies,Paper,Supplier F,8.97,12.38,A,Active
PR00502,Kids Item 502,Apparel,Kids,Supplier B,20.24,26.92,B,Active
PR00503,Printers Item 503,Technology,Printers,Supplier R,147.55,386.69,C,Active
PR00504,Pantry Item 504,Grocery,Pantry,Supplier I,3.67,9.55,B,Active
PR00505,Printers Item 505,Technology,Printers,Supplier H,125.3,235.13,C,Active
PR00506,Storage Item 506,Furniture,Storage,Supplier J,20.18,55.47,C,Active
PR00507,Monitors Item 507,Technology,Monitors,Supplier J,197.92,462.19,A,Active
PR00508,Paper Item 508,Office Supplies,Paper,Supplier G,4.24,11.2,C,Active
PR00509,Fresh Item 509,Grocery,Fresh,Supplier P,28.06,70.03,A,Active
PR00510,Bedding Item 510,Home,Bedding,Supplier A,24.13,43.37,A,Active
PR00511,Frozen Item 511,Grocery,Frozen,Supplier H,3.76,8.22,B,Active
PR00512,Bedding Item 512,Home,Bedding,Supplier M,12.52,16.74,B,Active
PR00513,Monitors Item 513,Technology,Monitors,Supplier B,159.02,361.37,C,Active
PR00514,Accessories Item 514,Apparel,Accessories,Supplier N,11.16,16.71,C,Active
PR00515,Binders Item 515,Office Supplies,Binders,Supplier B,4.24,8.04,A,Active
PR00516,Accessories Item 516,Technology,Accessories,Supplier P,227.7,614.77,A,Active
PR00517,Fresh Item 517,Grocery,Fresh,Supplier R,5.39,14.78,C,Active
PR00518,Tables Item 518,Furniture,Tables,Supplier B,98.93,144.19,A,Active
PR00519,Binders Item 519,Office Supplies,Binders,Supplier B,17.08,33.03,C,Active
PR00520,Tablets Item 520,Technology,Tablets,Supplier O,75.53,199.12,B,Active
PR00521,Beverages Item 521,Grocery,Beverages,Supplier K,7.63,18.82,A,Active
PR00522,Envelopes Item 522,Office Supplies,Envelopes,Supplier I,6.31,17.05,C,Active
PR00523,Decor Item 523,Home,Decor,Supplier I,50.61,135.97,B,Active
PR00524,Printers Item 524,Technology,Printers,Supplier O,105.74,228.46,C,Active
PR00525,Fresh Item 525,Grocery,Fresh,Supplier E,2.58,4.98,C,Active
PR00526,Women Item 526,Apparel,Women,Supplier O,17.81,25.17,B,Active
PR00527,Writing Item 527,Office Supplies,Writing,Supplier D,7.69,18.2,C,Active
PR00528,Tables Item 528,Furniture,Tables,Supplier L,56.42,96.35,A,Active
PR00529,Accessories Item 529,Technology,Accessories,Supplier I,77.05,174.57,A,Active
PR00530,Lighting Item 530,Home,Lighting,Supplier K,43.19,73.72,C,Active
PR00531,Desks Item 531,Furniture,Desks,Supplier A,40.33,93.46,C,Active
PR00532,Accessories Item 532,Apparel,Accessories,Supplier R,21.08,51.93,A,Active
PR00533,Men Item 533,Apparel,Men,Supplier E,16.18,37.89,C,Active
PR00534,Fresh Item 534,Grocery,Fresh,Supplier D,3.82,9.74,A,Active
PR00535,Shelving Item 535,Furniture,Shelving,Supplier A,48.0,93.7,C,Active
PR00536,Kids Item 536,Apparel,Kids,Supplier L,11.45,31.99,B,Active
PR00537,Chairs Item 537,Furniture,Chairs,Supplier P,49.24,128.14,A,Active
PR00538,Tables Item 538,Furniture,Tables,Supplier L,69.26,169.08,A,Active
PR00539,Monitors Item 539,Technology,Monitors,Supplier P,74.26,131.31,C,Active
PR00540,Snacks Item 540,Grocery,Snacks,Supplier I,6.23,9.52,B,Active
PR00541,Kids Item 541,Apparel,Kids,Supplier F,18.47,43.76,B,Discontinued
PR00542,Decor Item 542,Home,Decor,Supplier F,12.91,18.33,C,Active
PR00543,Accessories Item 543,Technology,Accessories,Supplier R,103.8,273.45,B,Active
PR00544,Beverages Item 544,Grocery,Beverages,Supplier R,6.68,14.64,C,Active
PR00545,Pantry Item 545,Grocery,Pantry,Supplier P,4.64,8.59,B,Active
PR00546,Decor Item 546,Home,Decor,Supplier R,32.19,48.15,A,Active
PR00547,Cleaning Item 547,Home,Cleaning,Supplier L,29.39,59.05,A,Active
PR00548,Accessories Item 548,Technology,Accessories,Supplier B,228.43,567.16,C,Active
PR00549,Printers Item 549,Technology,Printers,Supplier A,86.6,237.48,B,Active
PR00550,Smart Home Item 550,Technology,Smart Home,Supplier P,90.05,150.96,C,Active
PR00551,Beverages Item 551,Grocery,Beverages,Supplier R,6.22,15.89,C,Active
PR00552,Chairs Item 552,Furniture,Chairs,Supplier F,22.45,49.64,C,Active
PR00553,Tables Item 553,Furniture,Tables,Supplier D,77.28,177.83,B,Active
PR00554,Pantry Item 554,Grocery,Pantry,Supplier E,7.98,20.74,C,Discontinued
PR00555,Printers Item 555,Technology,Printers,Supplier H,35.82,81.3,B,Active
PR00556,Snacks Item 556,Grocery,Snacks,Supplier C,5.22,13.31,C,Active
PR00557,Storage Item 557,Furniture,Storage,Supplier N,83.53,208.65,C,Active
PR00558,Snacks Item 558,Grocery,Snacks,Supplier K,2.83,7.7,C,Active
PR00559,Accessories Item 559,Apparel,Accessories,Supplier K,10.33,18.49,C,Active
PR00560,Kitchen Item 560,Home,Kitchen,Supplier R,36.45,64.58,B,Active
PR00561,Monitors Item 561,Technology,Monitors,Supplier A,69.34,92.28,C,Active
PR00562,Accessories Item 562,Technology,Accessories,Supplier F,165.74,275.17,C,Active
PR00563,Desks Item 563,Furniture,Desks,Supplier B,98.43,191.3,B,Active
PR00564,Writing Item 564,Office Supplies,Writing,Supplier Q,9.41,13.79,B,Active
PR00565,Accessories Item 565,Apparel,Accessories,Supplier E,13.52,32.88,C,Discontinued
PR00566,Printers Item 566,Technology,Printers,Supplier H,377.22,521.83,B,Active
PR00567,Snacks Item 567,Grocery,Snacks,Supplier J,5.34,10.92,A,Active
PR00568,Men Item 568,Apparel,Men,Supplier J,13.4,22.34,B,Active
PR00569,Accessories Item 569,Technology,Accessories,Supplier Q,164.21,370.15,A,Active
PR00570,Smart Home Item 570,Technology,Smart Home,Supplier B,47.24,102.71,B,Active
PR00571,Lighting Item 571,Home,Lighting,Supplier M,33.92,55.36,B,Discontinued
PR00572,Decor Item 572,Home,Decor,Supplier P,49.4,97.14,A,Active
PR00573,Printers Item 573,Technology,Printers,Supplier P,51.5,106.29,C,Active
PR00574,Frozen Item 574,Grocery,Frozen,Supplier M,3.39,6.09,A,Active
PR00575,Beverages Item 575,Grocery,Beverages,Supplier R,4.59,7.35,A,Active
PR00576,Printers Item 576,Technology,Printers,Supplier N,178.96,224.85,B,Active
PR00577,Art Item 577,Office Supplies,Art,Supplier J,6.61,11.21,A,Active
PR00578,Binders Item 578,Office Supplies,Binders,Supplier P,10.02,27.05,B,Active
PR00579,Labels Item 579,Office Supplies,Labels,Supplier G,13.84,23.7,B,Discontinued
PR00580,Printers Item 580,Technology,Printers,Supplier D,190.76,239.13,B,Discontinued
PR00581,Desks Item 581,Furniture,Desks,Supplier Q,50.42,133.75,C,Active
PR00582,Women Item 582,Apparel,Women,Supplier G,82.49,126.13,A,Active
PR00583,Pantry Item 583,Grocery,Pantry,Supplier A,5.79,14.87,B,Active
PR00584,Tablets Item 584,Technology,Tablets,Supplier I,151.12,253.94,C,Active
PR00585,Beverages Item 585,Grocery,Beverages,Supplier I,6.3,13.36,C,Active
PR00586,Accessories Item 586,Apparel,Accessories,Supplier H,9.36,23.62,C,Active
PR00587,Storage Item 587,Furniture,Storage,Supplier C,70.13,120.33,C,Active
PR00588,Laptops Item 588,Technology,Laptops,Supplier K,70.43,111.84,C,Active
PR00589,Shelving Item 589,Furniture,Shelving,Supplier J,72.12,102.38,B,Active
PR00590,Writing Item 590,Office Supplies,Writing,Supplier K,7.8,10.94,A,Active
PR00591,Frozen Item 591,Grocery,Frozen,Supplier H,5.27,10.23,B,Active
PR00592,Shelving Item 592,Furniture,Shelving,Supplier P,63.15,106.34,B,Active
PR00593,Cleaning Item 593,Home,Cleaning,Supplier Q,50.07,130.82,B,Active
PR00594,Laptops Item 594,Technology,Laptops,Supplier C,41.21,52.84,B,Active
PR00595,Kitchen Item 595,Home,Kitchen,Supplier G,10.93,29.8,B,Active
PR00596,Chairs Item 596,Furniture,Chairs,Supplier B,114.41,218.62,C,Active
PR00597,Fresh Item 597,Grocery,Fresh,Supplier D,5.68,11.79,C,Active
PR00598,Tablets Item 598,Technology,Tablets,Supplier N,126.24,326.34,B,Active
PR00599,Writing Item 599,Office Supplies,Writing,Supplier N,6.61,18.17,C,Active
PR00600,Snacks Item 600,Grocery,Snacks,Supplier O,6.12,13.91,B,Active
PR00601,Kitchen Item 601,Home,Kitchen,Supplier B,16.8,43.17,B,Active
PR00602,Tablets Item 602,Technology,Tablets,Supplier Q,170.18,410.84,B,Active
PR00603,Fresh Item 603,Grocery,Fresh,Supplier J,1.64,4.14,B,Active
PR00604,Kids Item 604,Apparel,Kids,Supplier K,11.89,28.13,C,Active
PR00605,Laptops Item 605,Technology,Laptops,Supplier I,106.84,182.04,A,Active
PR00606,Decor Item 606,Home,Decor,Supplier L,67.64,162.01,A,Active
PR00607,Printers Item 607,Technology,Printers,Supplier B,126.57,183.99,A,Active
PR00608,Tablets Item 608,Technology,Tablets,Supplier G,81.69,202.96,B,Active
PR00609,Binders Item 609,Office Supplies,Binders,Supplier H,16.0,35.53,B,Active
PR00610,Tablets Item 610,Technology,Tablets,Supplier G,100.42,161.27,C,Active
PR00611,Laptops Item 611,Technology,Laptops,Supplier M,280.84,630.88,B,Active
PR00612,Accessories Item 612,Technology,Accessories,Supplier H,78.66,215.27,C,Active
PR00613,Accessories Item 613,Technology,Accessories,Supplier I,120.72,319.93,B,Active
PR00614,Binders Item 614,Office Supplies,Binders,Supplier A,5.45,14.11,A,Active
PR00615,Beverages Item 615,Grocery,Beverages,Supplier D,4.84,12.17,C,Active
PR00616,Smart Home Item 616,Technology,Smart Home,Supplier A,161.41,210.55,A,Active
PR00617,Printers Item 617,Technology,Printers,Supplier M,113.16,244.52,B,Active
PR00618,Lighting Item 618,Home,Lighting,Supplier M,19.72,46.27,C,Active
PR00619,Cleaning Item 619,Home,Cleaning,Supplier O,14.37,33.42,C,Active
PR00620,Fresh Item 620,Grocery,Fresh,Supplier I,1.94,3.61,C,Active
PR00621,Printers Item 621,Technology,Printers,Supplier C,151.65,365.18,C,Active
PR00622,Laptops Item 622,Technology,Laptops,Supplier E,182.42,433.74,B,Active
PR00623,Snacks Item 623,Grocery,Snacks,Supplier A,3.53,7.21,B,Active
PR00624,Labels Item 624,Office Supplies,Labels,Supplier H,6.02,12.64,A,Active
PR00625,Storage Item 625,Furniture,Storage,Supplier J,55.49,85.75,C,Active
PR00626,Tables Item 626,Furniture,Tables,Supplier H,31.88,55.31,A,Active
PR00627,Writing Item 627,Office Supplies,Writing,Supplier I,6.73,9.51,B,Active
PR00628,Storage Item 628,Furniture,Storage,Supplier C,87.95,183.41,A,Active
PR00629,Men Item 629,Apparel,Men,Supplier A,37.87,94.99,C,Active
PR00630,Art Item 630,Office Supplies,Art,Supplier R,11.45,15.4,B,Discontinued
PR00631,Accessories Item 631,Technology,Accessories,Supplier P,125.32,191.97,A,Active
PR00632,Binders Item 632,Office Supplies,Binders,Supplier N,5.61,10.43,A,Discontinued
PR00633,Storage Item 633,Furniture,Storage,Supplier C,24.12,47.37,C,Active
PR00634,Paper Item 634,Office Supplies,Paper,Supplier R,5.52,8.83,C,Active
PR00635,Shoes Item 635,Apparel,Shoes,Supplier M,25.25,46.74,A,Active
PR00636,Tables Item 636,Furniture,Tables,Supplier C,60.86,84.16,A,Discontinued
PR00637,Monitors Item 637,Technology,Monitors,Supplier B,159.91,388.26,C,Active
PR00638,Bedding Item 638,Home,Bedding,Supplier O,12.9,31.1,B,Active
PR00639,Tables Item 639,Furniture,Tables,Supplier E,166.3,251.25,A,Active
PR00640,Men Item 640,Apparel,Men,Supplier I,5.79,14.9,C,Active
PR00641,Frozen Item 641,Grocery,Frozen,Supplier J,5.86,12.46,A,Active
PR00642,Frozen Item 642,Grocery,Frozen,Supplier O,7.15,15.43,C,Active
PR00643,Printers Item 643,Technology,Printers,Supplier O,93.26,137.62,B,Active
PR00644,Bedding Item 644,Home,Bedding,Supplier P,20.83,47.11,C,Active
PR00645,Men Item 645,Apparel,Men,Supplier N,6.04,8.48,A,Active
PR00646,Women Item 646,Apparel,Women,Supplier D,15.76,33.39,B,Active
PR00647,Shelving Item 647,Furniture,Shelving,Supplier C,134.65,303.11,C,Active
PR00648,Tables Item 648,Furniture,Tables,Supplier F,105.33,160.39,B,Discontinued
PR00649,Bedding Item 649,Home,Bedding,Supplier L,56.29,128.49,C,Active
PR00650,Accessories Item 650,Technology,Accessories,Supplier M,60.87,159.09,C,Active
PR00651,Cleaning Item 651,Home,Cleaning,Supplier O,23.57,65.03,A,Active
PR00652,Tables Item 652,Furniture,Tables,Supplier G,112.75,306.53,C,Active
PR00653,Envelopes Item 653,Office Supplies,Envelopes,Supplier N,13.87,27.45,C,Active
PR00654,Kids Item 654,Apparel,Kids,Supplier H,6.11,9.89,B,Active
PR00655,Tables Item 655,Furniture,Tables,Supplier E,125.17,165.47,A,Active
PR00656,Smart Home Item 656,Technology,Smart Home,Supplier J,117.96,221.0,B,Active
PR00657,Lighting Item 657,Home,Lighting,Supplier M,21.74,42.72,A,Active
